Title,Text,full_text,clean_text,synset
Bayern star want Kovac go reveal Hoeness,Bayern Munich president Uli Hoeness reveal club boss decide part company head coach Niko Kovac star want Kovac 48 dismiss Bayern last Sunday wake 5-1 thrashing Eintracht Frankfurt Interim coach Hansi flick oversee 2-0 home win Olympiakos midweek Bayern qualify last 16 Champions League two game leave Saturday ' 4-0 league thrashing dortmund Allianz Arena Kovac win Bundesliga cup double last season sack 16 month Hoeness confirm broadcaster ZDF late Saturday croatian coach lose backing dress room ` ` certainly element within team want coach go ' ' reveal Hoeness without name although forward Thomas Mueller say unhappy repeatedly bench Kovac ` ` club leader react accordingly ' ' Hoeness say Kovac admit ` ` right decision ' ' part company interview sky earlier Hoeness say remain contact Kovac ` ` far I concern coach almost always leave friend not happy course I think also relieve ' ' Hoeness step decade Bayern president Friday club ' annual general meeting say ` ` absolutely no decision make ' ' replace Kovac Hoeness club chairman Karl-Heinz Rummenigge hint Saturday ' game flick would stay past November 23 deadline Bayern ' next league game Hoeness set date announce new head coach ajax coach Erik ten Hag coach Bayern ' reserve 2013-15 Paris Saint Germain ' german coach Thomas Tuchel say not leave respective club season former arsenal manager Arsene Wenger also criticise Bayern ' lack discretion put statement say turn 70-year-old frenchman insist speak Rummenigge phone express interest job brief conversation pair agree speak next week ` ` I think misunderstand I sorry ' ' Rummenigge tell reporter add phone Wenger coming day ` ` clear thing ' ' two win flick Bayern time upcoming international window ` ` need get clear idea want ' ' say Hoeness add goal must ` ` long-term solution ' ' ` ` solution come I opinion,Bayern star want Kovac go reveal Hoeness.Bayern Munich president Uli Hoeness reveal club boss decide part company head coach Niko Kovac star want Kovac 48 dismiss Bayern last Sunday wake 5-1 thrashing Eintracht Frankfurt Interim coach Hansi flick oversee 2-0 home win Olympiakos midweek Bayern qualify last 16 Champions League two game leave Saturday ' 4-0 league thrashing dortmund Allianz Arena Kovac win Bundesliga cup double last season sack 16 month Hoeness confirm broadcaster ZDF late Saturday croatian coach lose backing dress room ` ` certainly element within team want coach go ' ' reveal Hoeness without name although forward Thomas Mueller say unhappy repeatedly bench Kovac ` ` club leader react accordingly ' ' Hoeness say Kovac admit ` ` right decision ' ' part company interview sky earlier Hoeness say remain contact Kovac ` ` far I concern coach almost always leave friend not happy course I think also relieve ' ' Hoeness step decade Bayern president Friday club ' annual general meeting say ` ` absolutely no decision make ' ' replace Kovac Hoeness club chairman Karl-Heinz Rummenigge hint Saturday ' game flick would stay past November 23 deadline Bayern ' next league game Hoeness set date announce new head coach ajax coach Erik ten Hag coach Bayern ' reserve 2013-15 Paris Saint Germain ' german coach Thomas Tuchel say not leave respective club season former arsenal manager Arsene Wenger also criticise Bayern ' lack discretion put statement say turn 70-year-old frenchman insist speak Rummenigge phone express interest job brief conversation pair agree speak next week ` ` I think misunderstand I sorry ' ' Rummenigge tell reporter add phone Wenger coming day ` ` clear thing ' ' two win flick Bayern time upcoming international window ` ` need get clear idea want ' ' say Hoeness add goal must ` ` long-term solution ' ' ` ` solution come I opinion,Bayern star want Kovac go reveal Hoeness.Bayern Munich president Uli Hoeness reveal club boss decide part company head coach Niko Kovac star want Kovac 48 dismiss Bayern last Sunday wake 5-1 thrashing Eintracht Frankfurt Interim coach hansi flick oversee 2-0 home win Olympiakos midweek Bayern qualify last 16 Champions League two game leave Saturday 4-0 league thrashing dortmund Allianz Arena Kovac win Bundesliga cup double last season sack 16 month Hoeness confirm broadcaster zdf late Saturday croatian coach lose backing dress room certainly element within team want coach go reveal hoeness without name although forward Thomas Mueller say unhappy repeatedly bench Kovac club leader react accordingly Hoeness say Kovac admit right decision part company interview sky earlier Hoeness say remain contact Kovac far I concern coach almost always leave friend not happy course I think also relieve Hoeness step decade Bayern president Friday club annual general meeting say absolutely no decision make replace Kovac Hoeness club chairman Karl-Heinz Rummenigge hint Saturday game flick would stay past November 23 deadline Bayern next league game Hoeness set date announce new head coach ajax coach Erik ten Hag coach Bayern reserve 2013-15 Paris Saint Germain german coach Thomas Tuchel say not leave respective club season former arsenal manager Arsene Wenger also criticise Bayern lack discretion put statement say turn 70-year-old frenchman insist speak Rummenigge phone express interest job brief conversation pair agree speak next week I think misunderstand I sorry Rummenigge tell reporter add phone Wenger come day clear thing two win flick Bayern time upcoming international window need get clear idea want say Hoeness add goal must long-term solution solution come I opinion,"[('Bayern', None), ('star', Synset('ace.n.03')), ('want', Synset('want.v.05')), ('Kovac', None), ('go', Synset('travel.v.01')), ('reveal', Synset('unwrap.v.02')), ('Hoeness.Bayern', None), ('Munich', Synset('munich.n.01')), ('president', Synset('president.n.04')), ('Uli', None), ('Hoeness', None), ('reveal', Synset('unwrap.v.02')), ('club', Synset('baseball_club.n.01')), ('boss', Synset('bos.n.01')), ('decide', Synset('decide.v.03')), ('part', Synset('part.n.09')), ('company', Synset('party.n.03')), ('head', Synset('headway.n.02')), ('coach', Synset('coach.n.01')), ('Niko', None), ('Kovac', None), ('star', Synset('ace.n.03')), ('want', Synset('want.v.05')), ('Kovac', None), ('48', Synset('forty-eight.s.01')), ('dismiss', Synset('displace.v.03')), ('Bayern', None), ('last', Synset('last.a.02')), ('Sunday', Synset('sunday.n.01')), ('wake', Synset('wake_up.v.02')), ('5-1', None), ('thrashing', Synset('thrashing.n.01')), ('Eintracht', None), ('Frankfurt', Synset('frankfurt_on_the_main.n.01')), ('Interim', Synset('interim.n.01')), ('coach', Synset('coach.n.01')), ('hansi', None), ('flick', Synset('movie.n.01')), ('oversee', Synset('oversee.v.01')), ('2-0', None), ('home', Synset('home.n.03')), ('win', Synset('win.n.01')), ('Olympiakos', None), ('midweek', Synset('wednesday.n.01')), ('Bayern', None), ('qualify', Synset('stipulate.v.01')), ('last', Synset('last.a.02')), ('16', Synset('sixteen.s.01')), ('Champions', Synset('supporter.n.01')), ('League', Synset('league.n.01')), ('two', Synset('two.n.01')), ('game', Synset('game.n.06')), ('leave', Synset('leave.v.08')), ('Saturday', Synset('saturday.n.01')), ('4-0', None), ('league', Synset('league.n.01')), ('thrashing', Synset('cream.v.02')), ('dortmund', Synset('dortmund.n.01')), ('Allianz', None), ('Arena', Synset('stadium.n.01')), ('Kovac', None), ('win', Synset('win.v.01')), ('Bundesliga', None), ('cup', Synset('cup.n.08')), ('double', Synset('doubling.n.02')), ('last', Synset('last.a.02')), ('season', Synset('season.n.01')), ('sack', Synset('net.v.01')), ('16', Synset('sixteen.s.01')), ('month', Synset('month.n.02')), ('Hoeness', None), ('confirm', Synset('confirm.v.04')), ('broadcaster', Synset('broadcaster.n.02')), ('zdf', None), ('late', Synset('late.s.03')), ('Saturday', Synset('saturday.n.01')), ('croatian', Synset('croatian.a.01')), ('coach', Synset('coach.n.01')), ('lose', Synset('lose.v.07')), ('backing', Synset('support.n.11')), ('dress', Synset('apparel.n.01')), ('room', Synset('room.n.02')), ('certainly', Synset('surely.r.01')), ('element', Synset('component.n.03')), ('within', Synset('inside.r.02')), ('team', Synset('team.n.02')), ('want', Synset('want.v.05')), ('coach', Synset('coach.n.01')), ('go', Synset('travel.v.01')), ('reveal', Synset('unwrap.v.02')), ('hoeness', None), ('without', None), ('name', Synset('name.n.01')), ('although', None), ('forward', Synset('forward.r.01')), ('Thomas', Synset('thomas.n.05')), ('Mueller', None), ('say', Synset('state.v.01')), ('unhappy', Synset('unhappy.a.01')), ('repeatedly', Synset('repeatedly.r.01')), ('bench', Synset('bench.n.06')), ('Kovac', None), ('club', Synset('baseball_club.n.01')), ('leader', Synset('leader.n.01')), ('react', Synset('react.v.03')), ('accordingly', Synset('consequently.r.01')), ('Hoeness', None), ('say', Synset('state.v.01')), ('Kovac', None), ('admit', Synset('admit.v.03')), ('right', Synset('correct.s.02')), ('decision', Synset('decision.n.04')), ('part', Synset('part.n.09')), ('company', Synset('party.n.03')), ('interview', Synset('interview.n.01')), ('sky', Synset('sky.n.01')), ('earlier', Synset('earlier.r.01')), ('Hoeness', None), ('say', Synset('state.v.01')), ('remain', Synset('stay.v.01')), ('contact', Synset('contact.n.04')), ('Kovac', None), ('far', Synset('far.r.04')), ('I', None), ('concern', Synset('concern.n.01')), ('coach', Synset('coach.n.01')), ('almost', Synset('about.r.07')), ('always', Synset('constantly.r.01')), ('leave', Synset('leave.v.08')), ('friend', Synset('supporter.n.01')), ('not', None), ('happy', Synset('happy.s.04')), ('course', Synset('course.n.07')), ('I', None), ('think', Synset('think.v.03')), ('also', Synset('besides.r.02')), ('relieve', Synset('relieve.v.11')), ('Hoeness', None), ('step', Synset('measure.n.01')), ('decade', Synset('ten.n.01')), ('Bayern', None), ('president', Synset('president.n.04')), ('Friday', Synset('friday.n.01')), ('club', Synset('club.v.02')), ('annual', Synset('annual.s.02')), ('general', Synset('general.s.02')), ('meeting', Synset('meeting.n.03')), ('say', Synset('state.v.01')), ('absolutely', Synset('absolutely.r.01')), ('no', None), ('decision', Synset('decision.n.04')), ('make', Synset('gain.v.08')), ('replace', Synset('replace.v.01')), ('Kovac', None), ('Hoeness', None), ('club', Synset('baseball_club.n.01')), ('chairman', Synset('president.n.04')), ('Karl-Heinz', None), ('Rummenigge', None), ('hint', Synset('tip.n.03')), ('Saturday', Synset('saturday.n.01')), ('game', Synset('game.n.06')), ('flick', Synset('movie.n.01')), ('would', None), ('stay', Synset('stay.v.01')), ('past', Synset('past.n.02')), ('November', Synset('november.n.01')), ('23', Synset('twenty-three.s.01')), ('deadline', Synset('deadline.n.01')), ('Bayern', None), ('next', Synset('next.r.01')), ('league', Synset('league.n.01')), ('game', Synset('game.n.06')), ('Hoeness', None), ('set', Synset('set.n.01')), ('date', Synset('date.n.07')), ('announce', Synset('announce.v.02')), ('new', Synset('new.a.01')), ('head', Synset('headway.n.02')), ('coach', Synset('coach.n.01')), ('ajax', Synset('ajax.n.01')), ('coach', Synset('coach.n.01')), ('Erik', None), ('ten', Synset('ten.n.01')), ('Hag', Synset('hagfish.n.01')), ('coach', Synset('coach.n.01')), ('Bayern', None), ('reserve', Synset('allow.v.04')), ('2013-15', None), ('Paris', Synset('paris.n.01')), ('Saint', Synset('saint.n.01')), ('Germain', None), ('german', Synset('german.a.01')), ('coach', Synset('coach.n.01')), ('Thomas', Synset('thomas.n.05')), ('Tuchel', None), ('say', Synset('state.v.01')), ('not', None), ('leave', Synset('leave.v.08')), ('respective', Synset('respective.s.01')), ('club', Synset('baseball_club.n.01')), ('season', Synset('season.n.01')), ('former', Synset('former.a.01')), ('arsenal', Synset('arsenal.n.02')), ('manager', Synset('coach.n.01')), ('Arsene', None), ('Wenger', None), ('also', Synset('besides.r.02')), ('criticise', Synset('knock.v.06')), ('Bayern', None), ('lack', Synset('lack.n.01')), ('discretion', Synset('free_will.n.01')), ('put', Synset('put.v.01')), ('statement', Synset('statement.n.01')), ('say', Synset('state.v.01')), ('turn', Synset('change_state.v.01')), ('70-year-old', None), ('frenchman', Synset('frenchman.n.01')), ('insist', Synset('insist.v.01')), ('speak', Synset('talk.v.02')), ('Rummenigge', None), ('phone', Synset('phone.n.02')), ('express', Synset('express.n.02')), ('interest', Synset('interest.n.05')), ('job', Synset('problem.n.01')), ('brief', Synset('brief.s.02')), ('conversation', Synset('conversation.n.01')), ('pair', Synset('pair.n.01')), ('agree', Synset('agree.v.07')), ('speak', Synset('talk.v.02')), ('next', Synset('following.s.02')), ('week', Synset('week.n.03')), ('I', None), ('think', Synset('think.v.03')), ('misunderstand', Synset('misconstrue.v.01')), ('I', None), ('sorry', Synset('blue.s.08')), ('Rummenigge', None), ('tell', Synset('state.v.01')), ('reporter', Synset('reporter.n.01')), ('add', Synset('add.v.01')), ('phone', Synset('phone.n.02')), ('Wenger', None), ('come', Synset('do.v.04')), ('day', Synset('day.n.01')), ('clear', Synset('well-defined.a.02')), ('thing', Synset('thing.n.08')), ('two', Synset('two.n.01')), ('win', Synset('win.v.01')), ('flick', Synset('movie.n.01')), ('Bayern', None), ('time', Synset('time.n.05')), ('upcoming', Synset('approaching.s.01')), ('international', Synset('international.a.01')), ('window', Synset('window.n.05')), ('need', Synset('need.v.03')), ('get', Synset('get.v.01')), ('clear', Synset('well-defined.a.02')), ('idea', Synset('idea.n.01')), ('want', Synset('want.v.05')), ('say', Synset('state.v.01')), ('Hoeness', None), ('add', Synset('add.v.01')), ('goal', Synset('goal.n.04')), ('must', Synset('must.n.01')), ('long-term', Synset('long-run.s.01')), ('solution', Synset('solution.n.04')), ('solution', Synset('solution.n.04')), ('come', Synset('do.v.04')), ('I', None), ('opinion', Synset('opinion.n.05'))]"
rs 8000 ticket drive away Pakistan people exhibition match feature Luis Figo Kaka Carles Puyol,legendary footballer Luis Figo Kaka Carles Puyol Nicolas Anelka disappoint see sparse crowd turn exhibition match Karachi part initiative promote game Pakistan six-a-side exhibition game hold Rahat Stadium Saturday Kaka XI local side Karachi FC see hundred people attendance many attribute expensive pricing ticket sell 8000 rupee ` ` uplift sport football Pakistan ' ' World Soccer Stars organiser Robert Head say statement player bring Pakistan second time two year World Stars organizer present visit appear draw little response appreciation football fan country one reason could lack international exposure national team player presently committee FIFA manage football affair country ` ` want contribute football Pakistan way ' ' say Kaka news conference,rs 8000 ticket drive away Pakistan people exhibition match feature Luis Figo Kaka Carles Puyol.legendary footballer Luis Figo Kaka Carles Puyol Nicolas Anelka disappoint see sparse crowd turn exhibition match Karachi part initiative promote game Pakistan six-a-side exhibition game hold Rahat Stadium Saturday Kaka XI local side Karachi FC see hundred people attendance many attribute expensive pricing ticket sell 8000 rupee ` ` uplift sport football Pakistan ' ' World Soccer Stars organiser Robert Head say statement player bring Pakistan second time two year World Stars organizer present visit appear draw little response appreciation football fan country one reason could lack international exposure national team player presently committee FIFA manage football affair country ` ` want contribute football Pakistan way ' ' say Kaka news conference,r 8000 ticket drive away Pakistan people exhibition match feature Luis Figo Kaka Carles Puyol.legendary footballer Luis Figo Kaka Carles Puyol Nicolas Anelka disappoint see sparse crowd turn exhibition match Karachi part initiative promote game Pakistan six-a-side exhibition game hold Rahat Stadium Saturday Kaka XI local side Karachi FC see hundred people attendance many attribute expensive pricing ticket sell 8000 rupee uplift sport football Pakistan World Soccer Stars organiser Robert Head say statement player bring Pakistan second time two year World Stars organizer present visit appear draw little response appreciation football fan country one reason could lack international exposure national team player presently committee FIFA manage football affair country want contribute football Pakistan way say Kaka news conference,"[('r', Synset('roentgen.n.01')), ('8000', None), ('ticket', Synset('ticket.n.05')), ('drive', Synset('campaign.n.02')), ('away', Synset('away.r.10')), ('Pakistan', Synset('pakistan.n.01')), ('people', Synset('people.n.01')), ('exhibition', Synset('exhibition.n.02')), ('match', Synset('match.v.03')), ('feature', Synset('feature.n.01')), ('Luis', None), ('Figo', None), ('Kaka', None), ('Carles', None), ('Puyol.legendary', None), ('footballer', Synset('football_player.n.01')), ('Luis', None), ('Figo', None), ('Kaka', None), ('Carles', None), ('Puyol', None), ('Nicolas', None), ('Anelka', None), ('disappoint', Synset('disappoint.v.01')), ('see', Synset('see.v.23')), ('sparse', Synset('sparse.s.01')), ('crowd', Synset('crowd.n.01')), ('turn', Synset('turn.n.09')), ('exhibition', Synset('exhibition.n.02')), ('match', Synset('match.n.02')), ('Karachi', Synset('karachi.n.01')), ('part', Synset('share.n.01')), ('initiative', Synset('enterprise.n.03')), ('promote', Synset('promote.v.02')), ('game', Synset('game.n.05')), ('Pakistan', Synset('pakistan.n.01')), ('six-a-side', None), ('exhibition', Synset('exhibition.n.02')), ('game', Synset('game.n.05')), ('hold', Synset('accommodate.v.04')), ('Rahat', None), ('Stadium', Synset('stadium.n.01')), ('Saturday', Synset('saturday.n.01')), ('Kaka', None), ('XI', Synset('eleven.n.01')), ('local', Synset('local.a.03')), ('side', Synset('side.n.02')), ('Karachi', Synset('karachi.n.01')), ('FC', None), ('see', Synset('see.v.23')), ('hundred', Synset('hundred.s.01')), ('people', Synset('people.n.01')), ('attendance', Synset('attendance.n.03')), ('many', Synset('many.a.01')), ('attribute', Synset('impute.v.01')), ('expensive', Synset('expensive.a.01')), ('pricing', Synset('pricing.n.01')), ('ticket', Synset('ticket.n.05')), ('sell', Synset('sell.n.01')), ('8000', None), ('rupee', Synset('pakistani_rupee.n.01')), ('uplift', Synset('uplift.v.02')), ('sport', Synset('sport.n.04')), ('football', Synset('football.n.01')), ('Pakistan', Synset('pakistan.n.01')), ('World', Synset('world.n.03')), ('Soccer', Synset('soccer.n.01')), ('Stars', Synset('star.n.04')), ('organiser', Synset('personal_digital_assistant.n.01')), ('Robert', Synset('robert.n.01')), ('Head', Synset('mind.n.01')), ('say', Synset('state.v.01')), ('statement', Synset('statement.n.01')), ('player', Synset('player.n.01')), ('bring', Synset('lend.v.01')), ('Pakistan', Synset('pakistan.n.01')), ('second', Synset('second.s.01')), ('time', Synset('time.n.03')), ('two', Synset('two.s.01')), ('year', Synset('year.n.02')), ('World', Synset('world.n.03')), ('Stars', Synset('star.n.04')), ('organizer', Synset('personal_digital_assistant.n.01')), ('present', Synset('present.a.02')), ('visit', Synset('visit.n.01')), ('appear', Synset('look.v.02')), ('draw', Synset('attract.v.01')), ('little', Synset('little.s.08')), ('response', Synset('response.n.07')), ('appreciation', Synset('taste.n.03')), ('football', Synset('football.n.01')), ('fan', Synset('sports_fan.n.01')), ('country', Synset('nation.n.02')), ('one', Synset('matchless.s.01')), ('reason', Synset('reason.n.06')), ('could', None), ('lack', Synset('miss.v.06')), ('international', Synset('international.a.01')), ('exposure', Synset('vulnerability.n.01')), ('national', Synset('national.a.06')), ('team', Synset('team.n.02')), ('player', Synset('player.n.01')), ('presently', Synset('soon.r.01')), ('committee', Synset('committee.n.02')), ('FIFA', None), ('manage', Synset('do.v.11')), ('football', Synset('football.n.01')), ('affair', Synset('matter.n.01')), ('country', Synset('nation.n.02')), ('want', Synset('want.v.05')), ('contribute', Synset('lend.v.01')), ('football', Synset('football.n.01')), ('Pakistan', Synset('pakistan.n.01')), ('way', Synset('way.n.06')), ('say', Synset('state.v.01')), ('Kaka', None), ('news', Synset('newsworthiness.n.01')), ('conference', Synset('league.n.01'))]"
Cristiano Ronaldo not score free-kick almost 2 year Lionel Messi hit two single game,comparison Lionel Messi Cristiano Ronaldo refuse die superstar continue talisman team however last night messi prove one thing best free-kick taker world right Barcelona poor form recently Messi make sure club stay touch distance La Liga top spot messi score wonderful hat-trick Celta Vigo Camp Nou help side get 4-1 win La Liga along way messi equalled Ronaldo ' record hat-trick La Liga history 34 messi score two free-kick game Barcelona stop winless streak stroke half-time messi score sensational free kick 25 yard curl wall right corner goal-post minute later messi hit another free-kick top corner complete hat-trick messi hit numerous free-kick recent time Ronaldo last score free-kick 694 day ago Messi ' contract expire 2021 Barcelona president Josep Bartomeu reveal club offer messi lifetime contract see career Camp Nou ` ` next two three season leader continue messi ' ' Bartomeu say interview Associated Press ` ` however young player come come abroad come La Masia content prepare post-messi era ' ' ` I always make comparison pelé ' explain Bartomeu ` Pelé man one club Brazil ... I no doubt messi end career footballer remain link club rest life ' Bartomeu insist ` Leo Messi ' contract end 2021 ' go ` surely party involve feel strong ambitious extend contract indefinitely ' finish Bartomeu emphatically Barcelona offer lifetime contract club legend Andres Iniesta 2017 month sign,Cristiano Ronaldo not score free-kick almost 2 year Lionel Messi hit two single game.comparison Lionel Messi Cristiano Ronaldo refuse die superstar continue talisman team however last night messi prove one thing best free-kick taker world right Barcelona poor form recently Messi make sure club stay touch distance La Liga top spot messi score wonderful hat-trick Celta Vigo Camp Nou help side get 4-1 win La Liga along way messi equalled Ronaldo ' record hat-trick La Liga history 34 messi score two free-kick game Barcelona stop winless streak stroke half-time messi score sensational free kick 25 yard curl wall right corner goal-post minute later messi hit another free-kick top corner complete hat-trick messi hit numerous free-kick recent time Ronaldo last score free-kick 694 day ago Messi ' contract expire 2021 Barcelona president Josep Bartomeu reveal club offer messi lifetime contract see career Camp Nou ` ` next two three season leader continue messi ' ' Bartomeu say interview Associated Press ` ` however young player come come abroad come La Masia content prepare post-messi era ' ' ` I always make comparison pelé ' explain Bartomeu ` Pelé man one club Brazil ... I no doubt messi end career footballer remain link club rest life ' Bartomeu insist ` Leo Messi ' contract end 2021 ' go ` surely party involve feel strong ambitious extend contract indefinitely ' finish Bartomeu emphatically Barcelona offer lifetime contract club legend Andres Iniesta 2017 month sign,Cristiano Ronaldo not score free-kick almost 2 year Lionel Messi hit two single game.comparison Lionel Messi Cristiano Ronaldo refuse die superstar continue talisman team however last night messus prove one thing best free-kick taker world right Barcelona poor form recently messi make sure club stay touch distance La Liga top spot messi score wonderful hat-trick Celta Vigo Camp Nou help side get 4-1 win La Liga along way messus equal Ronaldo record hat-trick La Liga history 34 messus score two free-kick game Barcelona stop winless streak stroke half-time messi score sensational free kick 25 yard curl wall right corner goal-post minute later messi hit another free-kick top corner complete hat-trick messus hit numerous free-kick recent time Ronaldo last score free-kick 694 day ago messi contract expire 2021 Barcelona president Josep Bartomeu reveal club offer messi lifetime contract see career Camp Nou next two three season leader continue messi Bartomeu say interview Associated Press however young player come come abroad come La Masia content prepare post-messi era I always make comparison pelé explain Bartomeu Pelé man one club Brazil ... I no doubt messi end career footballer remain link club rest life bartomeu insist Leo Messi contract end 2021 go surely party involve feel strong ambitious extend contract indefinitely finish Bartomeu emphatically Barcelona offer lifetime contract club legend Andres Iniesta 2017 month sign,"[('Cristiano', None), ('Ronaldo', None), ('not', None), ('score', Synset('score.v.01')), ('free-kick', None), ('almost', Synset('about.r.07')), ('2', Synset('two.s.01')), ('year', Synset('year.n.03')), ('Lionel', None), ('Messi', None), ('hit', Synset('score.v.01')), ('two', Synset('deuce.n.04')), ('single', Synset('individual.a.01')), ('game.comparison', None), ('Lionel', None), ('Messi', None), ('Cristiano', None), ('Ronaldo', None), ('refuse', Synset('garbage.n.01')), ('die', Synset('die.n.01')), ('superstar', Synset('ace.n.03')), ('continue', Synset('cover.v.03')), ('talisman', Synset('amulet.n.01')), ('team', Synset('team.n.02')), ('however', Synset('however.r.04')), ('last', Synset('last.a.02')), ('night', Synset('night.n.04')), ('messus', None), ('prove', Synset('prove.v.01')), ('one', Synset('one.s.05')), ('thing', Synset('thing.n.05')), ('best', Synset('best.r.02')), ('free-kick', None), ('taker', Synset('taker.n.01')), ('world', Synset('world.n.08')), ('right', Synset('right.n.06')), ('Barcelona', Synset('barcelona.n.01')), ('poor', Synset('hapless.s.01')), ('form', Synset('form.n.14')), ('recently', Synset('recently.r.01')), ('messi', None), ('make', Synset('make.v.03')), ('sure', Synset('certain.s.06')), ('club', Synset('club.n.03')), ('stay', Synset('stay.n.01')), ('touch', Synset('touch.v.01')), ('distance', Synset('distance.n.05')), ('La', Synset('louisiana.n.01')), ('Liga', None), ('top', Synset('top.a.01')), ('spot', Synset('topographic_point.n.01')), ('messi', None), ('score', Synset('score.n.10')), ('wonderful', Synset('fantastic.s.02')), ('hat-trick', None), ('Celta', None), ('Vigo', None), ('Camp', Synset('camp.n.08')), ('Nou', None), ('help', Synset('serve.v.05')), ('side', Synset('side.v.01')), ('get', Synset('have.v.17')), ('4-1', None), ('win', Synset('win.n.01')), ('La', Synset('louisiana.n.01')), ('Liga', None), ('along', Synset('along.r.04')), ('way', Synset('way.n.06')), ('messus', None), ('equal', Synset('equal.a.01')), ('Ronaldo', None), ('record', Synset('record.n.06')), ('hat-trick', None), ('La', Synset('louisiana.n.01')), ('Liga', None), ('history', Synset('history.n.02')), ('34', Synset('thirty-four.s.01')), ('messus', None), ('score', Synset('score.n.10')), ('two', Synset('deuce.n.04')), ('free-kick', None), ('game', Synset('game.n.02')), ('Barcelona', Synset('barcelona.n.01')), ('stop', Synset('stop.n.01')), ('winless', Synset('winless.s.01')), ('streak', Synset('mottle.v.01')), ('stroke', Synset('stroke.v.02')), ('half-time', Synset('half-time.s.01')), ('messi', None), ('score', Synset('score.v.01')), ('sensational', Synset('arresting.s.01')), ('free', Synset('free.a.01')), ('kick', Synset('kick.n.05')), ('25', Synset('twenty-five.n.01')), ('yard', Synset('yard.n.08')), ('curl', Synset('coil.n.02')), ('wall', Synset('wall.n.05')), ('right', Synset('right.s.12')), ('corner', Synset('corner.n.03')), ('goal-post', None), ('minute', Synset('infinitesimal.s.01')), ('later', Synset('subsequently.r.01')), ('messi', None), ('hit', Synset('score.v.01')), ('another', Synset('another.s.01')), ('free-kick', None), ('top', Synset('top.a.01')), ('corner', Synset('corner.n.03')), ('complete', Synset('complete.s.05')), ('hat-trick', None), ('messus', None), ('hit', Synset('score.v.01')), ('numerous', Synset('numerous.s.01')), ('free-kick', None), ('recent', Synset('late.s.03')), ('time', Synset('time.n.03')), ('Ronaldo', None), ('last', Synset('last.a.02')), ('score', Synset('score.v.01')), ('free-kick', None), ('694', None), ('day', Synset('day.n.01')), ('ago', Synset('ago.s.01')), ('messi', None), ('contract', Synset('contract.n.03')), ('expire', Synset('die.v.01')), ('2021', None), ('Barcelona', Synset('barcelona.n.01')), ('president', Synset('president_of_the_united_states.n.02')), ('Josep', None), ('Bartomeu', None), ('reveal', Synset('uncover.v.01')), ('club', Synset('club.n.03')), ('offer', Synset('offer.n.02')), ('messi', None), ('lifetime', Synset('life.n.05')), ('contract', Synset('contract.n.03')), ('see', Synset('experience.v.01')), ('career', Synset('career.n.02')), ('Camp', Synset('camp.n.08')), ('Nou', None), ('next', Synset('following.s.02')), ('two', Synset('deuce.n.04')), ('three', Synset('three.s.01')), ('season', Synset('season.n.02')), ('leader', Synset('leader.n.01')), ('continue', Synset('cover.v.03')), ('messi', None), ('Bartomeu', None), ('say', Synset('order.v.01')), ('interview', Synset('interview.n.01')), ('Associated', Synset('associate.v.01')), ('Press', Synset('press.n.09')), ('however', Synset('however.r.04')), ('young', Synset('young.a.01')), ('player', Synset('player.n.01')), ('come', Synset('do.v.04')), ('come', Synset('do.v.04')), ('abroad', Synset('afield.r.01')), ('come', Synset('do.v.04')), ('La', Synset('louisiana.n.01')), ('Masia', None), ('content', Synset('subject.n.02')), ('prepare', Synset('prepare.v.05')), ('post-messi', None), ('era', Synset('era.n.02')), ('I', None), ('always', Synset('always.r.04')), ('make', Synset('make.v.03')), ('comparison', Synset('comparison.n.03')), ('pelé', None), ('explain', Synset('explain.v.02')), ('Bartomeu', None), ('Pelé', None), ('man', Synset('world.n.08')), ('one', Synset('one.s.05')), ('club', Synset('club.n.03')), ('Brazil', Synset('brazil.n.01')), ('...', None), ('I', None), ('no', None), ('doubt', Synset('doubt.n.02')), ('messi', None), ('end', Synset('end.n.02')), ('career', Synset('career.n.02')), ('footballer', Synset('football_player.n.01')), ('remain', Synset('stay.v.04')), ('link', Synset('link.n.06')), ('club', Synset('club.n.03')), ('rest', Synset('rest.n.06')), ('life', Synset('life_sentence.n.01')), ('bartomeu', None), ('insist', Synset('insist.v.03')), ('Leo', Synset('leo.n.03')), ('Messi', None), ('contract', Synset('contract.n.03')), ('end', Synset('end.n.02')), ('2021', None), ('go', Synset('run.v.03')), ('surely', Synset('surely.r.01')), ('party', Synset('party.n.05')), ('involve', Synset('involve.v.07')), ('feel', Synset('tactile_property.n.01')), ('strong', Synset('strong.s.09')), ('ambitious', Synset('ambitious.a.01')), ('extend', Synset('run.v.03')), ('contract', Synset('contract.n.03')), ('indefinitely', Synset('indefinitely.r.01')), ('finish', Synset('stopping_point.n.01')), ('Bartomeu', None), ('emphatically', Synset('decidedly.r.01')), ('Barcelona', Synset('barcelona.n.01')), ('offer', Synset('offer.n.02')), ('lifetime', Synset('life.n.05')), ('contract', Synset('contract.n.03')), ('club', Synset('club.n.03')), ('legend', Synset('legend.n.01')), ('Andres', None), ('Iniesta', None), ('2017', None), ('month', Synset('calendar_month.n.01')), ('sign', Synset('sign_of_the_zodiac.n.01'))]"
